nom,adresse,arrondissement,latitude,longitude,type_cuisine,specialite,prix_fourchette,categorie_prix,note_moyenne,nb_avis,ambiance,telephone,vegetarien_friendly,reservation_recommandee
Maison Vous,"124 Rue de Rennes, 75001 Paris",5001,48.844312,2.337918,Méditerranéen,Espagnol,50+,Haut de gamme,4.2,170,"Élégant, Cosy",0130971898,False,False
Au Bistrot Berger,"119 Rue Saint-Antoine, 75016 Paris",5016,48.827299,2.352942,Italien,Pasta,50+,Haut de gamme,4.0,219,"Business, Convivial",0172357320,False,True
L' Collin,"107 Boulevard Saint-Germain, 75016 Paris",5016,48.896046,2.368122,Italien,Pasta,10-20,Bon marché,3.8,398,"Familial, Élégant",0163097741,True,False
L' Louis,"36 Rue Saint-Honoré, 75015 Paris",5015,48.878598,2.310339,Chinois,Dim Sum,30-50,Moyenne gamme +,4.8,1127,"Branché, Cosy",0161062194,False,False
Aux Regard,"113 Rue des Martyrs, 75003 Paris",5003,48.857315,2.344156,Japonais,Sushi,50+,Haut de gamme,4.5,158,"Décontracté, Cosy, Branché",0125962207,False,True
La Moins,"81 Rue du Faubourg Saint-Honoré, 75009 Paris",5009,48.900582,2.393093,Japonais,Izakaya,30-50,Moyenne gamme +,3.9,127,"Décontracté, Convivial",0111933172,False,False
Le Chair,"65 Avenue Victor Hugo, 75010 Paris",5010,48.897079,2.371207,Libanais,Mezze,20-30,Moyenne gamme,3.5,485,Modern,0149644203,False,False
Maison Regarder,"92 Rue de la Paix, 75005 Paris",5005,48.831475,2.401818,Chinois,Dim Sum,20-30,Moyenne gamme,4.1,104,"Décontracté, Cosy, Branché",0166410055,True,True
Le Saveurs Delmas,"47 Rue des Martyrs, 75020 Paris",5020,48.821133,2.308015,Thaïlandais,Traditionnel,10-20,Bon marché,4.1,183,"Traditionnel, Modern, Élégant",0126063944,False,False
Les Seul,"27 Rue des Martyrs, 75020 Paris",5020,48.828791,2.334128,Français,Bistrot,20-30,Moyenne gamme,4.3,34,Cosy,0148477267,True,False
Aux Valette,"136 Rue Mouffetard, 75008 Paris",5008,48.806924,2.372399,Français,Gastronomique,50+,Haut de gamme,5.0,11,Convivial,0183919913,False,False
Chez Sauvage,"60 Avenue Victor Hugo, 75020 Paris",5020,48.809884,2.315384,Indien,Nord-Indien,20-30,Moyenne gamme,4.6,996,"Élégant, Modern, Branché",0150343668,False,False
Aux Genou,"6 Boulevard Voltaire, 75017 Paris",5017,48.889568,2.385205,Japonais,Ramen,50+,Haut de gamme,5.0,386,"Élégant, Modern, Cosy",0175238357,False,False
Les Bouvet,"54 Rue du Faubourg Saint-Honoré, 75011 Paris",5011,48.87944,2.355539,Fusion,Modern Fusion,30-50,Moyenne gamme +,3.6,367,"Business, Romantique",0178608632,True,True
L' Perret,"17 Rue de Belleville, 75016 Paris",5016,48.886283,2.340525,Italien,Pasta,30-50,Moyenne gamme +,4.8,167,"Traditionnel, Décontracté",0199994849,True,True
Les Girard,"19 Avenue des Champs-Élysées, 75007 Paris",5007,48.846653,2.311627,Méditerranéen,Mezze,10-20,Bon marché,4.3,67,"Familial, Traditionnel, Romantique",0112987486,True,False
Au Restaurant Letellier,"10 Rue de la Paix, 75001 Paris",5001,48.853452,2.324993,Italien,Pasta,10-20,Bon marché,4.7,61,"Convivial, Modern",0193776861,False,False
L' Loiseau,"41 Rue de Rennes, 75002 Paris",5002,48.843343,2.387619,Fusion,Modern Fusion,10-20,Bon marché,4.5,96,Modern,0130722760,True,False
Chez Restaurant Simon,"24 Rue Oberkampf, 75007 Paris",5007,48.879544,2.365394,Végétarien,Végétarien,20-30,Moyenne gamme,4.9,249,Traditionnel,0126672639,False,False
L' Abandonner,"140 Rue de Belleville, 75005 Paris",5005,48.844289,2.303597,Chinois,Dim Sum,20-30,Moyenne gamme,3.8,386,Traditionnel,0157525563,True,True
Maison Laporte,"27 Avenue Victor Hugo, 75014 Paris",5014,48.904377,2.376961,Thaïlandais,Street food,30-50,Moyenne gamme +,3.6,333,"Élégant, Traditionnel, Familial",0152609813,True,False
Aux Restaurant Lemaire,"115 Rue des Martyrs, 75001 Paris",5001,48.818358,2.36807,Japonais,Ramen,50+,Haut de gamme,3.8,75,"Romantique, Familial, Cosy",0127141585,False,True
Maison Cousin,"13 Avenue Victor Hugo, 75016 Paris",5016,48.895756,2.312473,Italien,Trattoria,10-20,Bon marché,4.4,939,Romantique,0197330699,True,False
Le Attacher,"42 Avenue de l'Opéra, 75013 Paris",5013,48.86989,2.358116,Méditerranéen,Mezze,30-50,Moyenne gamme +,3.5,411,"Élégant, Cosy, Business",0115578160,False,True
Aux Refuser,"28 Avenue Montaigne, 75014 Paris",5014,48.90387,2.345175,Japonais,Izakaya,20-30,Moyenne gamme,3.9,252,"Familial, Branché",0155049497,True,True
Maison Saveurs Morin,"148 Rue de Belleville, 75001 Paris",5001,48.901782,2.315093,Libanais,Grillades,20-30,Moyenne gamme,3.7,293,"Business, Convivial, Branché",0103250079,True,False
Au Boucher,"97 Rue Saint-Antoine, 75010 Paris",5010,48.861287,2.30753,Italien,Pizza,50+,Haut de gamme,4.3,121,Traditionnel,0169080615,False,False
Chez Tout,"27 Rue de Belleville, 75017 Paris",5017,48.888785,2.303333,Libanais,Grillades,10-20,Bon marché,4.6,95,Romantique,0154123525,False,False
Aux Voici,"149 Avenue Victor Hugo, 75012 Paris",5012,48.892545,2.313198,Libanais,Mezze,50+,Haut de gamme,4.1,99,"Modern, Branché, Romantique",0111037032,True,True
Au Billet,"50 Rue Saint-Honoré, 75009 Paris",5009,48.843658,2.304937,Méditerranéen,Mezze,10-20,Bon marché,4.6,435,Traditionnel,0195530978,False,False
Aux Vérité,"138 Rue de Rivoli, 75002 Paris",5002,48.833815,2.355659,Indien,Nord-Indien,10-20,Bon marché,4.9,14,"Élégant, Modern",0102902998,True,False
Chez Salut,"130 Avenue Montaigne, 75011 Paris",5011,48.903502,2.355721,Thaïlandais,Street food,10-20,Bon marché,4.6,47,"Décontracté, Branché",0125621999,True,False
Les Rocher,"16 Avenue de l'Opéra, 75019 Paris",5019,48.883842,2.331714,Français,Gastronomique,50+,Haut de gamme,4.4,16,"Familial, Traditionnel",0195836491,True,True
Les Premier,"72 Rue de Belleville, 75003 Paris",5003,48.834246,2.303664,Thaïlandais,Traditionnel,10-20,Bon marché,3.7,22,"Cosy, Modern, Élégant",0109671956,False,False
Au Triste,"93 Place Vendôme, 75018 Paris",5018,48.862629,2.305397,Fusion,Asian Fusion,20-30,Moyenne gamme,4.7,590,Modern,0173810423,True,False
Aux Maintenir,"22 Rue du Faubourg Saint-Honoré, 75002 Paris",5002,48.887303,2.395397,Italien,Trattoria,20-30,Moyenne gamme,3.7,374,Traditionnel,0153808629,True,True
La Germain,"17 Avenue Victor Hugo, 75015 Paris",5015,48.841959,2.378596,Fusion,Asian Fusion,10-20,Bon marché,3.9,202,"Traditionnel, Modern, Branché",0125699975,True,False
L' Noir,"9 Avenue des Champs-Élysées, 75004 Paris",5004,48.812516,2.396162,Japonais,Izakaya,20-30,Moyenne gamme,3.7,40,Décontracté,0133166272,True,True
Le Couper,"119 Rue de Belleville, 75017 Paris",5017,48.853933,2.366352,Méditerranéen,Espagnol,50+,Haut de gamme,3.9,148,"Décontracté, Traditionnel",0187128945,True,True
Maison Saveurs Humbert,"83 Avenue Victor Hugo, 75006 Paris",5006,48.861211,2.327666,Chinois,Cantonais,50+,Haut de gamme,4.4,141,"Romantique, Décontracté, Familial",0119762670,False,True
Maison Cuisine Simon,"127 Rue Saint-Honoré, 75004 Paris",5004,48.823291,2.312821,Français,Traditionnel,50+,Haut de gamme,5.0,46,Convivial,0107705831,False,False
Aux Bertrand,"119 Rue Saint-Honoré, 75006 Paris",5006,48.816767,2.317901,Japonais,Sushi,20-30,Moyenne gamme,3.6,180,"Convivial, Modern, Business",0118545081,True,True
L' Restaurant Hamel,"56 Rue Saint-Antoine, 75015 Paris",5015,48.839326,2.396279,Méditerranéen,Grec,30-50,Moyenne gamme +,3.6,162,Branché,0186023785,False,False
L' Plaire,"36 Boulevard Haussmann, 75006 Paris",5006,48.818181,2.384095,Italien,Trattoria,30-50,Moyenne gamme +,3.9,297,"Modern, Familial, Business",0135666847,False,False
Les Vallet,"108 Rue de la Paix, 75011 Paris",5011,48.837282,2.353073,Végétarien,Végétarien,30-50,Moyenne gamme +,4.4,312,"Familial, Business",0108475651,True,True
Au Table Gimenez,"102 Place Vendôme, 75009 Paris",5009,48.818862,2.313732,Végétarien,Végétarien,20-30,Moyenne gamme,3.6,23,"Décontracté, Romantique, Modern",0158240742,False,True
Maison Langlois,"79 Rue Saint-Antoine, 75019 Paris",5019,48.86804,2.316811,Libanais,Grillades,50+,Haut de gamme,4.8,105,"Cosy, Branché",0181726208,False,True
Chez Bistrot Fleury,"57 Avenue Montaigne, 75020 Paris",5020,48.87615,2.314797,Français,Brasserie,30-50,Moyenne gamme +,4.2,304,Familial,0176934811,True,True
Chez État,"119 Avenue des Champs-Élysées, 75014 Paris",5014,48.896824,2.385552,Indien,Sud-Indien,50+,Haut de gamme,3.9,153,"Branché, Traditionnel, Cosy",0113767263,False,False
Chez Bistrot Marchand,"60 Avenue des Champs-Élysées, 75015 Paris",5015,48.884125,2.400024,Végétarien,Vegan,10-20,Bon marché,3.9,592,"Romantique, Élégant",0113009536,False,False
L' Roger,"65 Rue de la Roquette, 75002 Paris",5002,48.824979,2.320248,Indien,Nord-Indien,50+,Haut de gamme,4.3,232,"Romantique, Modern",0189930704,False,True
Aux Veiller,"94 Rue de la Roquette, 75001 Paris",5001,48.838328,2.330042,Thaïlandais,Traditionnel,50+,Haut de gamme,5.0,44,"Modern, Élégant",0143570029,True,False
Au Produire,"63 Rue de Belleville, 75010 Paris",5010,48.872953,2.3861,Méditerranéen,Mezze,10-20,Bon marché,3.9,31,Modern,0125946296,True,False
La Saluer,"87 Rue de la Roquette, 75014 Paris",5014,48.846545,2.399755,Italien,Trattoria,30-50,Moyenne gamme +,4.4,318,"Romantique, Business, Décontracté",0118848107,False,False
La Table Gay,"15 Avenue de l'Opéra, 75018 Paris",5018,48.807003,2.346642,Libanais,Grillades,30-50,Moyenne gamme +,3.8,18,"Décontracté, Familial, Branché",0141071804,True,False
Au Cependant,"49 Rue de Rennes, 75011 Paris",5011,48.90536,2.319093,Végétarien,Végétarien,30-50,Moyenne gamme +,3.6,274,Familial,0141008902,False,False
Le Vieil,"38 Rue de Passy, 75007 Paris",5007,48.853394,2.392972,Japonais,Sushi,20-30,Moyenne gamme,4.6,855,Élégant,0129277677,False,True
Aux Entrer,"27 Rue de Passy, 75001 Paris",5001,48.88997,2.373862,Italien,Pizza,20-30,Moyenne gamme,4.7,267,Familial,0159994739,False,False
Maison Table Prévost,"32 Rue du Faubourg Saint-Honoré, 75011 Paris",5011,48.818859,2.386319,Japonais,Izakaya,50+,Haut de gamme,5.0,109,"Modern, Business",0132345843,True,False
Les Consentir,"69 Avenue Victor Hugo, 75005 Paris",5005,48.832545,2.37792,Indien,Sud-Indien,20-30,Moyenne gamme,4.2,319,"Familial, Cosy",0189539156,False,False
La Blot,"21 Rue de Rennes, 75007 Paris",5007,48.878413,2.336072,Méditerranéen,Grec,30-50,Moyenne gamme +,4.8,193,Branché,0107219954,False,False
Les Goût,"88 Avenue Montaigne, 75007 Paris",5007,48.832244,2.376758,Français,Gastronomique,20-30,Moyenne gamme,4.3,246,Branché,0189991298,True,False
Maison Avancer,"77 Rue de Rennes, 75008 Paris",5008,48.856494,2.336484,Indien,Nord-Indien,30-50,Moyenne gamme +,4.5,861,Romantique,0197035364,False,False
Les Bistrot Collet,"29 Rue Saint-Antoine, 75019 Paris",5019,48.900687,2.357905,Indien,Sud-Indien,30-50,Moyenne gamme +,4.4,156,Traditionnel,0135592300,True,False
L' Cuisine Lefèvre,"69 Rue Mouffetard, 75020 Paris",5020,48.886055,2.368148,Thaïlandais,Traditionnel,20-30,Moyenne gamme,3.8,984,Business,0159896354,False,False
Aux Plan,"28 Rue du Faubourg Saint-Honoré, 75002 Paris",5002,48.869947,2.351331,Japonais,Sushi,50+,Haut de gamme,4.2,501,"Élégant, Convivial",0191313976,True,True
La Restaurant Durand,"33 Rue des Martyrs, 75015 Paris",5015,48.840647,2.366244,Japonais,Ramen,20-30,Moyenne gamme,3.5,75,Modern,0135652918,True,False
Le Saveurs Lombard,"35 Rue du Faubourg Saint-Honoré, 75002 Paris",5002,48.827066,2.380578,Japonais,Ramen,10-20,Bon marché,4.7,31,Cosy,0133413567,False,False
La Hôtel,"144 Rue Saint-Honoré, 75016 Paris",5016,48.824231,2.387203,Chinois,Cantonais,30-50,Moyenne gamme +,3.9,41,"Familial, Décontracté, Élégant",0188276847,True,False
Les Fier,"116 Place Vendôme, 75019 Paris",5019,48.86005,2.385633,Thaïlandais,Traditionnel,30-50,Moyenne gamme +,4.8,15,Branché,0121540900,False,True
L' Reynaud,"106 Rue de la Paix, 75015 Paris",5015,48.855628,2.357039,Fusion,Modern Fusion,10-20,Bon marché,4.3,39,"Élégant, Cosy, Convivial",0129098674,False,False
Aux Chaud,"132 Boulevard Voltaire, 75008 Paris",5008,48.83488,2.400154,Thaïlandais,Traditionnel,50+,Haut de gamme,4.1,247,Business,0103110159,True,True
Chez Saveurs Aubry,"1 Rue de la Paix, 75004 Paris",5004,48.867296,2.330492,Japonais,Izakaya,30-50,Moyenne gamme +,4.5,32,"Traditionnel, Modern, Branché",0135739860,True,True
Au Ici,"32 Rue des Martyrs, 75013 Paris",5013,48.866617,2.390925,Thaïlandais,Traditionnel,30-50,Moyenne gamme +,4.1,125,Branché,0145636166,False,False
Maison Cuisine Morin,"48 Boulevard Voltaire, 75006 Paris",5006,48.855907,2.346923,Français,Brasserie,50+,Haut de gamme,5.0,398,"Business, Décontracté, Élégant",0178516652,False,False
Maison Saveurs Fabre,"21 Rue de Rivoli, 75017 Paris",5017,48.866389,2.395746,Végétarien,Végétarien,30-50,Moyenne gamme +,4.2,17,"Business, Cosy, Modern",0175513906,True,True
Chez Note,"86 Place Vendôme, 75018 Paris",5018,48.810385,2.379419,Japonais,Izakaya,20-30,Moyenne gamme,3.5,515,"Traditionnel, Familial, Cosy",0124124926,False,False
Le Fabre,"68 Rue de Rennes, 75012 Paris",5012,48.808929,2.345531,Chinois,Cantonais,20-30,Moyenne gamme,4.5,109,"Décontracté, Élégant, Convivial",0101274904,True,True
Chez Rester,"124 Avenue Montaigne, 75012 Paris",5012,48.876843,2.355764,Indien,Nord-Indien,30-50,Moyenne gamme +,3.9,47,Décontracté,0147051774,False,True
Le Lelièvre,"90 Place Vendôme, 75012 Paris",5012,48.821626,2.322693,Français,Traditionnel,30-50,Moyenne gamme +,4.0,367,Branché,0148566101,False,False
Le Royer,"5 Rue Oberkampf, 75003 Paris",5003,48.815718,2.31301,Français,Traditionnel,30-50,Moyenne gamme +,4.5,307,"Branché, Romantique",0191619735,True,True
La Collin,"9 Rue des Martyrs, 75012 Paris",5012,48.891318,2.32675,Japonais,Ramen,30-50,Moyenne gamme +,4.3,639,Cosy,0101503479,True,False
La Peuple,"41 Boulevard Haussmann, 75005 Paris",5005,48.839021,2.319994,Japonais,Sushi,50+,Haut de gamme,4.1,285,"Décontracté, Romantique, Élégant",0145704701,True,True
La Buisson,"6 Rue de la Roquette, 75009 Paris",5009,48.862184,2.368,Libanais,Grillades,20-30,Moyenne gamme,3.9,498,"Traditionnel, Élégant",0195820753,True,False
Aux Restaurant Perrin,"86 Rue de la Paix, 75016 Paris",5016,48.871077,2.326947,Indien,Sud-Indien,30-50,Moyenne gamme +,3.8,109,Élégant,0160812016,False,True
Maison Saveurs Joly,"14 Avenue Montaigne, 75005 Paris",5005,48.823895,2.388493,Chinois,Cantonais,30-50,Moyenne gamme +,4.1,68,Élégant,0119416792,True,False
Au Cuisine Bigot,"99 Rue des Martyrs, 75003 Paris",5003,48.901734,2.393976,Japonais,Izakaya,50+,Haut de gamme,4.4,298,Cosy,0164208293,True,False
Aux Lisser,"57 Rue de Rennes, 75019 Paris",5019,48.865712,2.399275,Indien,Nord-Indien,20-30,Moyenne gamme,3.5,503,"Romantique, Décontracté",0147492669,True,True
Chez Saveurs Marchand,"109 Boulevard Saint-Germain, 75020 Paris",5020,48.882888,2.369608,Italien,Trattoria,10-20,Bon marché,4.8,1407,Décontracté,0177602911,False,False
Le Jourdan,"22 Boulevard Voltaire, 75008 Paris",5008,48.839059,2.345125,Indien,Nord-Indien,10-20,Bon marché,4.8,169,Cosy,0104886534,False,False
Au Saveurs Guillon,"143 Avenue des Champs-Élysées, 75004 Paris",5004,48.853131,2.357067,Thaïlandais,Street food,50+,Haut de gamme,5.0,104,"Décontracté, Familial",0193009083,False,True
La Riou,"17 Rue Saint-Honoré, 75013 Paris",5013,48.870644,2.340607,Italien,Trattoria,30-50,Moyenne gamme +,4.5,459,Familial,0126129311,True,True
Maison Dos Santos,"46 Avenue de l'Opéra, 75014 Paris",5014,48.830887,2.332991,Méditerranéen,Espagnol,10-20,Bon marché,3.7,135,"Élégant, Décontracté, Branché",0198386017,False,False
Aux Lejeune,"77 Rue Saint-Antoine, 75017 Paris",5017,48.89921,2.357717,Végétarien,Vegan,20-30,Moyenne gamme,4.4,811,"Décontracté, Cosy, Romantique",0154938485,True,False
Maison Entretenir,"116 Avenue Victor Hugo, 75001 Paris",5001,48.871418,2.315046,Italien,Pizza,10-20,Bon marché,4.8,596,"Romantique, Traditionnel, Branché",0143445362,False,False
Au Verre,"1 Rue de Belleville, 75015 Paris",5015,48.84825,2.332679,Méditerranéen,Mezze,50+,Haut de gamme,4.3,124,Familial,0154860240,True,False
L' Table Seguin,"69 Avenue Montaigne, 75015 Paris",5015,48.886464,2.397253,Français,Traditionnel,10-20,Bon marché,4.7,426,"Cosy, Romantique",0128701785,False,False
Chez Geste,"79 Rue des Martyrs, 75016 Paris",5016,48.818728,2.369936,Japonais,Ramen,50+,Haut de gamme,4.4,301,Convivial,0199270541,True,False
L' Table Jacques,"99 Boulevard Haussmann, 75008 Paris",5008,48.856046,2.370723,Italien,Pasta,20-30,Moyenne gamme,4.1,42,"Élégant, Romantique, Business",0135278065,False,True
Chez Importance,"109 Rue de Belleville, 75020 Paris",5020,48.813222,2.379519,Chinois,Dim Sum,10-20,Bon marché,4.3,708,"Cosy, Business, Élégant",0193811050,True,False
Maison Bistrot Delorme,"116 Avenue des Champs-Élysées, 75020 Paris",5020,48.889442,2.386368,Chinois,Sichuan,20-30,Moyenne gamme,4.4,221,"Romantique, Business",0164628987,True,False
Le Simon,"7 Place Vendôme, 75013 Paris",5013,48.838405,2.307097,Japonais,Ramen,30-50,Moyenne gamme +,4.1,535,Business,0141436034,True,False
Maison Cuisine Wagner,"113 Rue Saint-Honoré, 75003 Paris",5003,48.871503,2.341087,Méditerranéen,Espagnol,50+,Haut de gamme,4.2,87,"Modern, Cosy",0117310790,True,True
Le Cuisine Bernier,"25 Boulevard Haussmann, 75008 Paris",5008,48.868624,2.353344,Méditerranéen,Espagnol,10-20,Bon marché,4.4,687,"Décontracté, Modern, Élégant",0112297365,False,False
Maison Bistrot Clément,"111 Rue des Martyrs, 75013 Paris",5013,48.905583,2.314993,Végétarien,Vegan,30-50,Moyenne gamme +,3.9,157,"Branché, Élégant",0193612980,True,False
Chez Ah,"92 Rue de la Paix, 75018 Paris",5018,48.86693,2.359697,Méditerranéen,Mezze,30-50,Moyenne gamme +,4.3,13,"Traditionnel, Convivial",0167766926,False,True
Au Force,"55 Boulevard Haussmann, 75008 Paris",5008,48.837337,2.397262,Chinois,Dim Sum,50+,Haut de gamme,4.4,501,Décontracté,0173547915,False,False
Les Saveurs Alexandre,"15 Avenue Victor Hugo, 75006 Paris",5006,48.891587,2.303562,Fusion,Modern Fusion,10-20,Bon marché,4.1,38,Traditionnel,0152026105,True,False
Le Brunel,"116 Rue du Faubourg Saint-Honoré, 75015 Paris",5015,48.817787,2.352817,Méditerranéen,Espagnol,30-50,Moyenne gamme +,4.3,125,"Décontracté, Élégant, Convivial",0149485842,True,False
L' Cuisine Gonzalez,"41 Rue de la Paix, 75005 Paris",5005,48.816454,2.321377,Indien,Sud-Indien,30-50,Moyenne gamme +,4.6,909,"Familial, Cosy, Business",0140565833,True,False
Maison Cuisine Renault,"12 Rue de Rennes, 75002 Paris",5002,48.841869,2.367466,Indien,Sud-Indien,10-20,Bon marché,4.5,912,Élégant,0164738089,True,False
Aux Science,"27 Rue Mouffetard, 75003 Paris",5003,48.858631,2.349184,Italien,Trattoria,10-20,Bon marché,4.8,265,"Romantique, Business",0194738612,True,False
L' Saveurs Hardy,"123 Avenue des Champs-Élysées, 75008 Paris",5008,48.813458,2.346603,Indien,Nord-Indien,30-50,Moyenne gamme +,4.0,309,Modern,0109076384,True,True
L' Table Bousquet,"91 Rue de la Roquette, 75019 Paris",5019,48.89716,2.316982,Chinois,Dim Sum,20-30,Moyenne gamme,4.4,188,"Business, Romantique, Élégant",0108868031,False,True
Aux Sentiment,"136 Rue du Faubourg Saint-Honoré, 75018 Paris",5018,48.885021,2.382543,Indien,Sud-Indien,20-30,Moyenne gamme,4.0,114,"Modern, Décontracté, Convivial",0129547601,True,False
La Klein,"55 Rue de la Roquette, 75013 Paris",5013,48.897829,2.32304,Français,Brasserie,20-30,Moyenne gamme,4.7,129,"Familial, Décontracté",0186580007,False,True
Au Or,"103 Boulevard Saint-Germain, 75010 Paris",5010,48.894206,2.345044,Français,Bistrot,10-20,Bon marché,4.3,344,"Branché, Modern",0109896170,False,False
Le Martinez,"125 Boulevard Haussmann, 75010 Paris",5010,48.843755,2.350314,Japonais,Ramen,30-50,Moyenne gamme +,4.6,428,"Traditionnel, Décontracté, Familial",0133096356,True,False
Au Bistrot Thierry,"142 Rue des Martyrs, 75011 Paris",5011,48.835118,2.36702,Italien,Trattoria,30-50,Moyenne gamme +,3.8,480,Romantique,0139008502,False,True
Maison Morvan,"143 Boulevard Saint-Germain, 75012 Paris",5012,48.886236,2.340546,Méditerranéen,Espagnol,50+,Haut de gamme,4.1,333,Décontracté,0120738940,True,False
Maison Petit,"24 Rue Oberkampf, 75017 Paris",5017,48.871519,2.342688,Méditerranéen,Mezze,20-30,Moyenne gamme,3.8,38,"Branché, Business",0134018794,True,False
Au Cuisine Joubert,"83 Boulevard Haussmann, 75006 Paris",5006,48.85406,2.306457,Japonais,Ramen,30-50,Moyenne gamme +,4.4,214,"Décontracté, Modern",0108605834,True,False
Le Bailly,"85 Rue de la Paix, 75012 Paris",5012,48.824289,2.330934,Chinois,Sichuan,10-20,Bon marché,4.7,27,Décontracté,0179357908,True,False
L' Restaurant Munoz,"119 Boulevard Saint-Germain, 75010 Paris",5010,48.846944,2.393788,Français,Traditionnel,20-30,Moyenne gamme,4.2,249,"Modern, Traditionnel, Branché",0151186886,False,False
Aux Y,"69 Avenue de l'Opéra, 75009 Paris",5009,48.858825,2.329605,Indien,Sud-Indien,50+,Haut de gamme,4.4,128,Business,0136954255,True,True
Au Occuper,"110 Rue Mouffetard, 75012 Paris",5012,48.848246,2.385641,Japonais,Izakaya,20-30,Moyenne gamme,4.0,665,"Business, Convivial",0124613886,True,True
Aux Fuir,"23 Boulevard Haussmann, 75017 Paris",5017,48.890514,2.323223,Italien,Trattoria,30-50,Moyenne gamme +,4.4,139,"Romantique, Convivial, Modern",0127917787,False,False
Au Comme,"3 Rue Oberkampf, 75005 Paris",5005,48.811599,2.329208,Végétarien,Végétarien,10-20,Bon marché,4.3,47,Branché,0162505653,True,False
Chez Bistrot Rolland,"49 Boulevard Voltaire, 75003 Paris",5003,48.906281,2.365686,Français,Traditionnel,50+,Haut de gamme,4.6,39,"Décontracté, Traditionnel",0174401071,False,True
Maison Noire,"49 Boulevard Saint-Germain, 75017 Paris",5017,48.865659,2.396507,Végétarien,Végétarien,10-20,Bon marché,3.7,440,"Décontracté, Branché, Business",0138183358,True,False
Le Ton,"114 Rue Mouffetard, 75015 Paris",5015,48.861965,2.323516,Thaïlandais,Traditionnel,30-50,Moyenne gamme +,3.6,298,"Décontracté, Modern, Traditionnel",0199964019,False,True
Au Devoir,"99 Boulevard Voltaire, 75010 Paris",5010,48.844819,2.320726,Français,Gastronomique,50+,Haut de gamme,4.8,28,Familial,0125689387,True,False
Les Didier,"74 Rue de Rennes, 75012 Paris",5012,48.870838,2.343286,Français,Bistrot,30-50,Moyenne gamme +,3.9,36,Familial,0155535796,True,True
Au Michaud,"12 Rue de Rennes, 75006 Paris",5006,48.818598,2.365809,Français,Traditionnel,50+,Haut de gamme,4.0,260,"Branché, Romantique, Élégant",0143971078,False,True
Au Exécuter,"51 Rue de Rivoli, 75012 Paris",5012,48.834857,2.35282,Chinois,Sichuan,20-30,Moyenne gamme,3.9,32,Modern,0118084113,True,False
Au Bistrot Dumont,"30 Rue de la Paix, 75008 Paris",5008,48.855052,2.382308,Thaïlandais,Traditionnel,20-30,Moyenne gamme,4.9,527,Branché,0103097334,True,False
Maison Hernandez,"123 Boulevard Saint-Germain, 75017 Paris",5017,48.895763,2.315588,Chinois,Cantonais,10-20,Bon marché,3.7,377,"Élégant, Branché, Familial",0118921405,True,False
Maison Lenoir,"4 Boulevard Saint-Germain, 75016 Paris",5016,48.896462,2.344611,Français,Gastronomique,30-50,Moyenne gamme +,4.0,35,"Romantique, Décontracté",0117939099,True,True
Maison Baudry,"67 Rue Saint-Honoré, 75009 Paris",5009,48.838981,2.348528,Végétarien,Végétarien,20-30,Moyenne gamme,3.8,36,"Branché, Business",0126313279,False,True
Chez Table Hamel,"108 Rue de Rivoli, 75009 Paris",5009,48.813667,2.313827,Japonais,Ramen,30-50,Moyenne gamme +,4.9,1304,"Convivial, Romantique, Décontracté",0129479475,False,False
Aux Bouchet,"66 Avenue des Champs-Élysées, 75005 Paris",5005,48.885661,2.365872,Libanais,Mezze,20-30,Moyenne gamme,3.7,150,"Décontracté, Familial",0100050657,False,False
L' Saveurs Ruiz,"103 Avenue Montaigne, 75019 Paris",5019,48.878226,2.37483,Fusion,Asian Fusion,10-20,Bon marché,4.3,148,Familial,0165287441,True,False
Aux Événement,"78 Boulevard Haussmann, 75016 Paris",5016,48.904233,2.369128,Japonais,Izakaya,30-50,Moyenne gamme +,3.8,512,"Modern, Décontracté",0172885225,True,True
Le Pascal,"98 Rue de la Roquette, 75019 Paris",5019,48.83775,2.303592,Français,Bistrot,30-50,Moyenne gamme +,4.0,892,"Traditionnel, Modern",0149245402,True,False
Maison Delorme,"61 Rue de Rennes, 75019 Paris",5019,48.808483,2.32287,Italien,Pasta,10-20,Bon marché,4.5,1290,"Convivial, Traditionnel",0172175231,False,False
L' Vidal,"10 Rue Oberkampf, 75018 Paris",5018,48.901738,2.338614,Italien,Trattoria,10-20,Bon marché,4.7,429,"Cosy, Familial, Romantique",0147464037,True,False
Chez Partager,"133 Rue de Passy, 75004 Paris",5004,48.890805,2.322782,Thaïlandais,Traditionnel,20-30,Moyenne gamme,3.8,151,Élégant,0159355426,True,True
Aux Collet,"75 Avenue des Champs-Élysées, 75019 Paris",5019,48.830663,2.314319,Chinois,Dim Sum,10-20,Bon marché,4.3,36,Business,0111806914,False,False
Maison Plan,"146 Rue de Belleville, 75007 Paris",5007,48.872641,2.320657,Indien,Nord-Indien,30-50,Moyenne gamme +,3.7,460,"Convivial, Élégant",0111554491,False,True
Aux Bord,"70 Rue de la Roquette, 75010 Paris",5010,48.818759,2.317658,Japonais,Izakaya,10-20,Bon marché,4.2,255,Business,0102218953,True,False
Au Gauche,"89 Place Vendôme, 75019 Paris",5019,48.904968,2.392501,Végétarien,Vegan,10-20,Bon marché,3.5,175,"Convivial, Traditionnel",0138049877,False,False
